Country,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25,PC26,PC27,PC28,PC29,PC30
Mexico,-1.396855286,-1.478248942,-0.829975505,-1.593855522,-0.544520195,-0.101841094,0.755603481,-0.138573547,-0.611691366,-0.11659876,-0.252747007,0.575740087,0.162309671,-0.66243655,0.816815251,0.247081863,-0.267459709,0.134600173,0.254444535,-0.253049414,-0.433036225,0.048433657,-0.062326865,0.046495396,0.119641034,-0.114668599,-0.093643735,-0.039721707,-0.010915454,0.004795986
Mongolia,1.286631306,0.212876871,-2.438571477,1.236428667,1.404224228,-0.327265936,-0.463683456,0.474296967,1.034692984,0.669511746,1.320599055,-0.246459213,0.844398679,0.831314332,0.577262493,-0.092240786,0.509732459,-0.374395772,-0.035092166,-0.222358706,0.427065476,-0.465343673,-0.333855537,0.163021858,0.376261162,0.053751878,0.090045965,-0.241943875,-0.055354426,0.021886178
Morocco,-0.307313304,0.318465866,0.871518486,-2.906657909,-0.145528439,0.457951332,-0.750117797,-0.04237614,-0.042275603,0.393973655,0.152856959,0.259166229,0.333250632,-0.01061299,-0.863464155,-0.085647501,0.873024379,-0.149381932,0.410600709,1.106591634,-0.264468793,0.097767359,-0.159832004,-0.315994935,-0.263993145,-0.081723356,-0.285149434,-0.089425915,-0.00325807,0.006323752
Mozambique,7.221612046,-1.844655399,-0.286202308,-0.295364288,-0.142818812,-0.181359957,-1.278947175,-0.19744658,1.484242327,-0.714734126,0.347739037,0.193731382,0.178395995,-0.596371394,0.579825425,-0.306160609,-0.535658442,-0.292588867,0.296177298,0.122987015,-1.297289575,-0.59038469,0.138037456,-0.070767114,-0.27793554,-0.090691767,0.314014692,0.143776119,-0.002182517,0.011575683
Myanmar,3.135982484,2.194661403,-0.761993734,0.502401638,1.594060478,1.799632504,-0.431517454,0.427400319,-0.063112543,-0.213818384,-0.174997856,0.128908019,-0.186743622,-0.55842263,-0.6478268,0.284513204,0.558769802,0.821730603,-0.494171381,0.395442165,-0.043846745,-0.259080535,-0.231067656,-0.422278983,-0.080099073,-0.542099106,0.145748712,-0.071520882,0.006383707,0.000333584
Namibia,3.534378285,-0.885373495,-2.005114183,-0.415172334,0.410281472,-0.141977648,-1.740991194,0.396933106,0.094703573,0.478372203,0.199483214,0.117786198,0.428427818,0.649035843,-0.013016134,0.237569015,-0.595699721,-0.117368832,-0.539085763,-0.06054616,0.043611633,0.294972536,0.013506376,0.155280429,0.556048148,-0.077088494,-0.278514581,0.195857548,0.012640231,0.097004893
Nepal,2.664945966,1.52947179,-0.273648173,0.069501173,1.18887324,2.060624319,0.244487969,-0.332551114,-1.040151986,-0.334913279,-0.101152597,0.27889315,-0.016902085,0.711915819,0.225702951,-0.747419692,-0.804510112,0.022831339,-0.201747663,-0.029165081,-0.387333876,0.312656626,-0.180792324,0.227277407,0.006471533,0.295760025,-0.486130069,-0.221750897,-0.042976079,-0.044389226
Niger,8.923531808,-0.763924886,2.694615147,1.091508431,-0.444882537,0.456460487,1.502273633,-0.251788942,0.823816003,-0.068033242,0.960635953,-0.217087839,0.480004424,0.223223322,0.105506124,0.164245492,-0.140234944,1.013473847,0.253426447,0.002789625,-0.269393098,-0.153015895,0.217615452,-0.167081056,-0.132236256,0.033214641,-0.599490605,-0.257023137,0.002351763,0.053725537
Nigeria,8.819778263,1.715408973,2.737998392,2.001150595,-0.898044236,-0.591765949,-0.845065115,0.161998235,-2.832844321,0.222211111,-0.842459043,-0.236148896,0.262840516,-0.028823178,0.611889033,0.607251261,0.506924493,0.05259625,0.000878368,0.173677843,0.452098038,-0.512033265,-0.188396918,0.037560612,-0.251467056,-0.014210192,0.021381139,0.284343613,0.015386734,0.020836553
Norway,-4.985542503,-1.791849226,0.777222392,0.81723797,-0.902160125,0.514587428,-0.770424255,-0.855402739,-0.641733126,0.530481485,0.965033681,0.075324535,-1.140477906,0.112018039,-0.241940244,-0.14379727,-0.240514579,0.037119547,0.148153912,-0.127187683,-0.210786447,-0.126909978,0.142483406,-0.017075364,0.137739952,-0.083248402,-0.020054362,0.010012531,-0.048307075,0.000194179
Oman,-1.541174636,-1.794223677,-0.81322459,-1.584246032,-0.718652454,0.091871321,0.52770981,-0.991038993,0.105934579,0.875220699,0.258011453,-0.009301404,0.536768095,0.239933069,0.081572029,-0.429366114,0.426629521,-0.434880003,0.033246366,0.219365657,0.583270459,-0.36419539,0.298173981,-0.144126837,-0.299998747,0.123871962,-0.28548098,0.012987709,0.017472036,-0.035237094
Pakistan,4.729260841,0.341422789,-0.865076085,0.218592198,0.354243791,0.997622129,0.196878296,-1.818320003,-0.607638841,0.098966851,0.348122769,-1.179624494,0.477324376,-1.35916311,0.247269828,0.608619569,0.346063829,-0.14979571,-1.128858983,0.846594718,-0.5242501,0.632814515,-0.0020531,0.437191225,-0.079770555,0.250462776,0.194712854,-0.065111177,-0.02863493,0.011604142
Panama,-1.617798767,-1.897327677,0.078522565,-1.565850885,-0.917095668,-0.296744934,0.186879467,0.360065145,-0.660472029,-0.490136233,-0.202519409,0.399813367,0.121913991,0.039912914,0.856501163,0.345546253,-0.069573104,0.351065723,0.044817197,-0.042994187,-0.391796915,0.060881395,0.077046215,0.258430565,0.343223961,0.043958771,0.22210154,0.042000155,-0.016762371,-0.024419893
Paraguay,-0.476076426,-0.652298179,-0.24587185,-1.910395179,-0.153567018,-0.59519925,0.44016105,0.543739258,-0.378975243,-0.365625746,-0.572773709,-0.048396687,-0.393905503,-0.212000493,0.679640697,0.200112409,-0.38085532,0.347136001,-0.114161482,-0.057124782,0.007439511,0.037289863,-0.254588785,-0.028188546,-0.107654527,0.166593207,0.175154773,0.09293124,-0.000720982,-0.011375457
Peru,-0.992460679,-0.960567516,0.254777388,-1.61964896,-0.476070706,0.153843744,0.195263048,1.026433677,-0.593570203,0.250746037,0.498520151,0.567118419,0.211280973,0.476718975,0.175465281,0.731304472,0.430296569,0.140997964,0.343324947,0.208384157,-0.416684921,-0.044787296,-0.045018625,0.432261375,0.423613823,-0.012250687,0.210151021,0.084138234,-0.045455856,-0.00517544
Philippines,1.55272212,1.530523494,-2.651259279,0.433364011,0.340993246,0.886348356,-0.957751595,0.261033879,-1.080678884,-0.317666823,1.295684439,-0.818685026,0.180006997,1.017141722,0.455710194,0.479744423,-0.219294372,0.341761357,0.105880406,-0.29868548,0.107975771,-0.015411231,-0.349621464,0.080103685,-0.132814906,0.558176299,-0.026247583,0.011884898,0.025244141,0.060407553
Poland,-3.267109495,0.470688881,-0.058898485,0.286206635,0.334549909,-0.233241118,0.179388094,0.498056875,-0.448891759,0.050493565,-0.407463619,-0.438724388,0.074822344,0.341180407,-0.054933314,-0.447421877,0.456041406,0.209366471,0.343927621,0.271456072,-0.127085901,0.496356157,-0.271471318,-0.237494911,0.170772896,0.073731055,-0.056216036,0.07494746,0.014803772,0.018515382
Portugal,-4.795073842,1.07325906,1.424294357,0.436103844,-0.527195192,-0.457622043,-0.724151505,0.220749477,0.336761337,-0.945756793,0.131535187,0.648032643,0.430307814,-0.345777284,-0.577267593,0.214028713,0.067908708,-0.375792707,-0.401171203,-0.300081023,0.113449997,-0.139422118,-0.360208396,-0.099460258,-0.143812452,0.070341701,-0.09269974,0.026843868,0.002427232,0.015967522
Republic of Korea,-4.117697685,0.528116497,1.903752415,-0.907056887,-0.271675004,0.307110501,-0.903228775,1.08329704,-0.135561629,0.038031074,0.210258054,-0.43404988,-0.035033946,-0.191381612,-0.728613066,0.32660537,0.377378452,0.509890439,0.260073521,-0.045006257,-0.192738056,0.036440042,-0.388485438,-0.070335041,-0.002460812,0.021661644,-0.079429386,-0.051565029,0.049366038,0.008076681
Republic of Moldova,-1.259347063,3.510440774,-0.998574363,0.45372525,-1.702265546,-2.013387043,0.710543444,0.176088302,0.103285723,-2.143209114,1.767550486,0.259845732,0.15785767,0.450138434,-1.587635218,-0.122206393,0.36158742,-0.372159313,0.033888407,0.254602873,-0.068246059,0.250363312,0.227623083,0.300293733,0.173608462,0.053366532,0.065152141,0.132515863,-0.01335072,0.009772559
Romania,-2.48712345,1.21477205,0.359850425,1.1829414,0.82544657,-0.478403851,0.166663568,0.064970967,0.024779549,-0.000150924,-0.112681608,-0.5903409,0.166880627,1.061994564,0.574920313,-0.175978457,-0.324884422,-0.01811554,-0.063188783,-0.012206302,-0.453413054,0.376940857,0.073397541,-0.263786518,0.163347705,-0.094778217,0.188737556,0.109401538,0.05111361,0.012559765
Russian Federation,-1.663461833,-0.023538088,-1.376897527,0.833491097,0.870734689,-1.434354418,0.970990145,0.391016034,0.259142866,0.8013119,0.403494487,0.518295503,-0.470613989,-0.498796371,0.247727558,-0.068824662,0.076987885,0.896881057,0.100767286,0.207225793,0.015212424,0.147545465,-0.074119129,-0.268576319,0.077942062,-0.232058067,0.001513969,-0.004225555,-0.017970578,0.010270855
Rwanda,3.004508628,-1.733299363,-0.518831783,-0.296718332,-0.469370104,-0.628601843,0.562455639,1.391513621,0.482302564,0.612610527,-0.536323628,-0.008390271,-0.674198265,0.303962021,-0.406148152,-0.034522608,0.830172859,-0.492814256,-0.699669075,-0.109515542,0.03384571,-0.391448861,-0.045216678,-0.10932196,-0.381956496,0.03499244,0.200387879,-0.054785646,-0.033734123,-0.01101946
Senegal,4.514874595,-1.462690372,0.243226206,-0.765324021,-0.529103229,0.623601795,0.950530746,-0.278452442,0.397937603,0.185316179,0.418873395,-0.467172624,-0.039105432,-0.02454421,0.101423956,0.414707821,0.143946055,0.040429892,-0.220648273,0.079615614,0.046442189,0.26785287,-0.355143429,0.140080485,-0.657710545,-0.037369711,-0.036669833,0.018709278,-0.021901173,0.019246087
Serbia,-2.332810671,0.677848676,-0.94343423,1.328703521,1.093184259,0.81600152,1.121955043,0.545289736,-0.014746366,0.28735964,-0.436870796,-0.175906075,0.310544324,0.202267652,-0.47912744,-0.741203266,-0.002560692,-0.747552763,0.637315138,0.306527853,-0.383724456,-0.023415215,0.024410205,-0.189647466,0.022278485,-0.053299893,-0.017607317,-0.078016364,-0.019264102,0.004954449
Seychelles,-2.026718083,-0.536260516,-0.622264212,1.062395305,0.212918107,-2.038394087,-0.28530027,1.049793483,-0.677153528,-0.906442143,-1.065755419,-0.195819291,-0.791687681,-0.035250833,1.219180169,-0.625556253,0.189901269,0.540214657,-0.032986829,0.207782556,0.052187953,0.138903721,0.363195793,0.30716985,-0.114617355,0.172184104,-0.06300244,-0.165718211,0.009435898,-0.019507897
Singapore,-3.832503173,-0.903171125,0.603994939,-1.374827885,-0.61205716,1.272952823,0.360336601,-0.215699465,-0.600684902,0.447733636,0.759113195,-0.162085376,0.354635209,-0.071470833,-0.351234817,0.732954206,0.121467172,0.103161054,0.506606431,-0.28878541,-0.211491543,-0.134885495,0.037199438,-0.007522366,0.151822499,-0.120391431,0.032084629,-0.006145106,0.097559166,0.011410002
Slovakia,-3.030291183,0.046927342,-1.078217157,0.384990942,-0.265585707,-0.065070434,1.134795765,0.379546815,0.141595085,-1.249980512,-0.542212732,0.388113705,0.857959033,-0.389067528,-0.10972668,0.578443501,0.328933266,0.029681699,0.065081845,-0.293927328,-0.008978478,0.042119648,0.223971368,0.084734141,0.034716461,-0.209398543,-0.148402513,-0.025176721,0.025136189,9.12E-05
Slovenia,-4.015835314,-1.225210209,0.084110198,1.094553496,-0.329920957,0.092626724,0.310472696,0.275816737,-0.153608382,-0.002939134,0.140773011,-0.256670489,-0.229024263,0.059957529,0.21677796,0.488697641,0.016305641,0.194851936,0.037891,0.142036658,0.093886206,0.107080095,0.268028829,-0.041007509,-0.121415937,-0.01686312,0.045423775,-0.011653507,-0.026962147,-0.017769409
South Africa,1.797172361,-0.236560735,-3.256162132,0.258719862,1.122531318,-0.438548215,-2.208605154,0.435849007,0.652044031,0.00325139,-0.070018717,-0.399078103,0.899808405,-0.165192242,0.11522144,0.756994999,0.01695685,1.079961282,0.22809823,-0.062994467,0.459156776,0.021088963,0.159162075,-0.405628626,-0.016494083,0.258244254,-0.07337636,0.095951649,-0.0794717,-0.011005272
Sri Lanka,-0.763565035,-0.303061441,-1.023123687,-1.164310448,0.411287788,0.915026771,1.443634066,0.833924561,-0.20230176,0.520298327,-0.001555462,-0.201957219,-0.474578441,0.401377948,-0.164658341,0.384342233,0.064815839,-0.351150082,0.151419915,-0.387286021,-0.33081346,-0.124364377,-0.08205867,-0.294432416,-0.324167829,0.201123288,0.154359284,0.030444878,-0.048693862,0.051664169
Thailand,-1.466530417,-0.825363615,-1.213398131,-0.912106141,-0.107750997,0.03792966,0.074521851,1.112050765,0.006433144,0.505559792,-1.279398523,-0.358226994,0.200956275,0.884744524,-0.40001601,0.260253758,-1.280123497,0.963197114,-0.547790962,0.38681141,-0.056625934,-0.167543993,0.105781453,-0.155374362,0.063523123,0.212417193,0.032938926,0.00085729,0.064583668,-0.005013643
Timor-Leste,2.971642641,0.028818373,-1.916133049,0.251571527,1.336181763,2.962412712,-1.103154287,0.101122163,-0.51743841,-0.705276608,0.609425869,0.674148202,0.276047786,-0.181879959,-0.18185019,0.097528965,0.25106865,-0.307355602,-0.595592264,-0.057988381,-0.165928017,-0.191456067,-0.027176903,-0.147023408,-0.010388678,0.214437179,-0.04301968,0.389852389,0.059847714,-0.074043129
